Sector,Community Name,Category,Crime Count,Date,Year,Month,ID,Resident Count,Community Center Point,Calgary Communities,Ward Boundaries 2013-2017,Ward Boundaries,City Quadrants
CENTRE,CAPITOL HILL,Theft FROM Vehicle,10,2019/11,2019,NOV,2019-NOV-CAPITOL HILL-Theft FROM Vehicle,,POINT (-114.0946516 51.07266169),63,7,7,2
EAST,FOREST LAWN,Theft OF Vehicle,9,2019/10,2019,OCT,2019-OCT-FOREST LAWN-Theft OF Vehicle,,POINT (-113.9712303 51.03784772),85,11,12,3
WEST,LINCOLN PARK,Theft FROM Vehicle,3,2019/11,2019,NOV,2019-NOV-LINCOLN PARK-Theft FROM Vehicle,,POINT (-114.1295569 51.01009069),42,2,8,1
NORTHWEST,BRENTWOOD,Theft FROM Vehicle,5,2019/04,2019,APR,2019-APR-BRENTWOOD-Theft FROM Vehicle,,POINT (-114.1359145 51.0960662),50,4,7,2
EAST,DOVER,Break & Enter - Commercial,3,2019/03,2019,MAR,2019-MAR-DOVER-Break & Enter - Commercial,,POINT (-113.9931505 51.02246299),196,11,10,3
CENTRE,CAPITOL HILL,Break & Enter - Commercial,3,2019/12,2019,DEC,2019-DEC-CAPITOL HILL-Break & Enter - Commercial,,POINT (-114.0946516 51.07266169),63,7,7,2
SOUTHEAST,OGDEN,Theft OF Vehicle,3,2019/11,2019,NOV,2019-NOV-OGDEN-Theft OF Vehicle,,POINT (-114.0125847 50.99209613),28,11,10,3
SOUTHEAST,12A,Break & Enter - Commercial,4,2019/06,2019,JUN,2019-JUN-12A-Break & Enter - Commercial,,POINT (-113.8932115 50.96505334),226,8,4,3
NORTHWEST,EDGEMONT,Break & Enter - Dwelling,4,2019/01,2019,JAN,2019-JAN-EDGEMONT-Break & Enter - Dwelling,,POINT (-114.1439532 51.12458785),272,4,2,2
NORTH,COVENTRY HILLS,Theft FROM Vehicle,8,2019/01,2019,JAN,2019-JAN-COVENTRY HILLS-Theft FROM Vehicle,,POINT (-114.0531434 51.16490633),251,12,11,4
NORTHEAST,MARTINDALE,Theft OF Vehicle,5,2019/02,2019,FEB,2019-FEB-MARTINDALE-Theft OF Vehicle,,POINT (-113.9583871 51.11791373),180,1,9,4
SOUTH,LAKE BONAVISTA,Theft FROM Vehicle,16,2019/04,2019,APR,2019-APR-LAKE BONAVISTA-Theft FROM Vehicle,,POINT (-114.0513229 50.93980907),267,13,6,3
EAST,FOOTHILLS,Theft FROM Vehicle,3,2019/03,2019,MAR,2019-MAR-FOOTHILLS-Theft FROM Vehicle,,POINT (-113.981989 50.99416607),159,11,10,3
CENTRE,BELTLINE,Violence Other (Non-domestic),3,2019/09,2019,SEP,2019-SEP-BELTLINE-Violence Other (Non-domestic),,POINT (-114.0551888 51.03743793),260,5,14,3
CENTRE,GREENVIEW,Theft OF Vehicle,3,2019/08,2019,AUG,2019-AUG-GREENVIEW-Theft OF Vehicle,,POINT (-114.0574646 51.09486219),241,4,2,4
NORTHEAST,SADDLE RIDGE,Theft FROM Vehicle,7,2019/09,2019,SEP,2019-SEP-SADDLE RIDGE-Theft FROM Vehicle,,POINT (-113.9456225 51.13057324),2,1,11,4
NORTH,KINCORA,Break & Enter - Commercial,4,2019/07,2019,JUL,2019-JUL-KINCORA-Break & Enter - Commercial,,POINT (-114.1328651 51.16026671),220,10,3,2
NORTHWEST,BRENTWOOD,Theft OF Vehicle,3,2019/03,2019,MAR,2019-MAR-BRENTWOOD-Theft OF Vehicle,,POINT (-114.1359145 51.0960662),50,4,7,2
NORTHEAST,HORIZON,Break & Enter - Commercial,6,2019/06,2019,JUN,2019-JUN-HORIZON-Break & Enter - Commercial,,POINT (-113.9917119 51.0899013),71,3,9,4
SOUTH,SILVERADO,Theft FROM Vehicle,4,2019/07,2019,JUL,2019-JUL-SILVERADO-Theft FROM Vehicle,,POINT (-114.0719419 50.88507563),134,6,6,1
CENTRE,DOWNTOWN EAST VILLAGE,Violence Other (Non-domestic),6,2019/11,2019,NOV,2019-NOV-DOWNTOWN EAST VILLAGE-Violence Other (Non-domestic),,POINT (-114.0508151 51.04706488),65,7,7,3
NORTHWEST,MONTGOMERY,Theft FROM Vehicle,11,2019/08,2019,AUG,2019-AUG-MONTGOMERY-Theft FROM Vehicle,,POINT (-114.1622756 51.07110788),24,7,13,2
SOUTH,SOUTHWOOD,Break & Enter - Commercial,3,2019/01,2019,JAN,2019-JAN-SOUTHWOOD-Break & Enter - Commercial,,POINT (-114.0832009 50.95777357),7,5,8,1
EAST,SOUTHVIEW,Theft FROM Vehicle,3,2019/12,2019,DEC,2019-DEC-SOUTHVIEW-Theft FROM Vehicle,,POINT (-113.9973381 51.03415568),15,11,12,3
CENTRE,INGLEWOOD,Theft FROM Vehicle,7,2019/09,2019,SEP,2019-SEP-INGLEWOOD-Theft FROM Vehicle,,POINT (-114.01912 51.03414052),54,11,10,3
CENTRE,CAPITOL HILL,Violence Other (Non-domestic),3,2019/11,2019,NOV,2019-NOV-CAPITOL HILL-Violence Other (Non-domestic),,POINT (-114.0946516 51.07266169),63,7,7,2
WEST,COUGAR RIDGE,Theft FROM Vehicle,3,2019/01,2019,JAN,2019-JAN-COUGAR RIDGE-Theft FROM Vehicle,,POINT (-114.2090872 51.07188944),128,14,1,1
WEST,ASPEN WOODS,Theft FROM Vehicle,6,2019/08,2019,AUG,2019-AUG-ASPEN WOODS-Theft FROM Vehicle,,POINT (-114.2078763 51.04513097),48,14,1,1
SOUTH,WILLOW PARK,Theft OF Vehicle,5,2019/10,2019,OCT,2019-OCT-WILLOW PARK-Theft OF Vehicle,,POINT (-114.0562019 50.95661927),89,5,6,3
NORTH,NOLAN HILL,Theft FROM Vehicle,11,2019/09,2019,SEP,2019-SEP-NOLAN HILL-Theft FROM Vehicle,,POINT (-114.1663394 51.17533568),188,10,3,2
SOUTH,HAYSBORO,Theft FROM Vehicle,14,2019/06,2019,JUN,2019-JUN-HAYSBORO-Theft FROM Vehicle,,POINT (-114.0833509 50.9722144),195,5,8,1
NORTH,THORNCLIFFE,Theft FROM Vehicle,8,2019/09,2019,SEP,2019-SEP-THORNCLIFFE-Theft FROM Vehicle,,POINT (-114.0687794 51.10309955),192,4,2,2
CENTRE,KILLARNEY/GLENGARRY,Theft OF Vehicle,6,2019/04,2019,APR,2019-APR-KILLARNEY/GLENGARRY-Theft OF Vehicle,,POINT (-114.1317019 51.03012939),182,2,14,1
CENTRE,CLIFF BUNGALOW,Break & Enter - Commercial,4,2019/08,2019,AUG,2019-AUG-CLIFF BUNGALOW-Break & Enter - Commercial,,POINT (-114.0748949 51.03393023),18,2,14,1
CENTRE,MISSION,Break & Enter - Commercial,5,2019/02,2019,FEB,2019-FEB-MISSION-Break & Enter - Commercial,,POINT (-114.0680832 51.0331584),297,5,14,1
NORTHEAST,MARLBOROUGH PARK,Break & Enter - Other Premises,3,2019/01,2019,JAN,2019-JAN-MARLBOROUGH PARK-Break & Enter - Other Premises,,POINT (-113.9467173 51.05969185),33,3,12,4
NORTHEAST,WHITEHORN,Theft FROM Vehicle,5,2019/12,2019,DEC,2019-DEC-WHITEHORN-Theft FROM Vehicle,,POINT (-113.9700682 51.08877341),145,3,9,4
EAST,PENBROOKE MEADOWS,Theft OF Vehicle,7,2019/06,2019,JUN,2019-JUN-PENBROOKE MEADOWS-Theft OF Vehicle,,POINT (-113.9475162 51.04586562),30,11,12,3
SOUTH,BRAESIDE,Assault (Non-domestic),5,2019/10,2019,OCT,2019-OCT-BRAESIDE-Assault (Non-domestic),,POINT (-114.1063532 50.95600012),23,5,8,1
NORTHEAST,RUNDLE,Violence Other (Non-domestic),3,2019/03,2019,MAR,2019-MAR-RUNDLE-Violence Other (Non-domestic),,POINT (-113.9700581 51.07423997),34,3,9,4
SOUTH,SOUTHWOOD,Theft OF Vehicle,5,2019/09,2019,SEP,2019-SEP-SOUTHWOOD-Theft OF Vehicle,,POINT (-114.0832009 50.95777357),7,5,8,1
EAST,EASTFIELD,Break & Enter - Commercial,3,2019/07,2019,JUL,2019-JUL-EASTFIELD-Break & Enter - Commercial,,POINT (-113.9700729 51.01193851),101,11,12,3
NORTH,HARVEST HILLS,Theft FROM Vehicle,10,2019/05,2019,MAY,2019-MAY-HARVEST HILLS-Theft FROM Vehicle,,POINT (-114.052778 51.14767759),27,12,11,4
NORTHEAST,STONEY 2,Theft FROM Vehicle,6,2019/08,2019,AUG,2019-AUG-STONEY 2-Theft FROM Vehicle,,POINT (-114.0172182 51.14338378),13,1,11,4
CENTRE,TUXEDO PARK,Break & Enter - Commercial,4,2019/02,2019,FEB,2019-FEB-TUXEDO PARK-Break & Enter - Commercial,,POINT (-114.0610445 51.07424524),69,7,10,4
NORTHEAST,NORTH AIRWAYS,Theft FROM Vehicle,4,2019/05,2019,MAY,2019-MAY-NORTH AIRWAYS-Theft FROM Vehicle,,POINT (-114.007526 51.0871427),72,3,9,4
NORTHEAST,CORAL SPRINGS,Theft FROM Vehicle,4,2019/11,2019,NOV,2019-NOV-CORAL SPRINGS-Theft FROM Vehicle,,POINT (-113.9269485 51.10335277),293,3,9,4
CENTRE,PARKDALE,Theft FROM Vehicle,3,2019/09,2019,SEP,2019-SEP-PARKDALE-Theft FROM Vehicle,,POINT (-114.1353371 51.0599427),91,7,7,2
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,5,2019/04,2019,APR,2019-APR-WINSTON HEIGHTS/MOUNTVIEW-Theft OF Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
NORTHEAST,RUNDLE,Theft OF Vehicle,13,2019/02,2019,FEB,2019-FEB-RUNDLE-Theft OF Vehicle,,POINT (-113.9700581 51.07423997),34,3,9,4
NORTHEAST,MARTINDALE,Break & Enter - Other Premises,4,2019/07,2019,JUL,2019-JUL-MARTINDALE-Break & Enter - Other Premises,,POINT (-113.9583871 51.11791373),180,1,9,4
NORTHWEST,RANCHLANDS,Theft FROM Vehicle,7,2019/11,2019,NOV,2019-NOV-RANCHLANDS-Theft FROM Vehicle,,POINT (-114.1836435 51.11915824),245,10,3,2
NORTHWEST,VARSITY,Theft FROM Vehicle,5,2019/05,2019,MAY,2019-MAY-VARSITY-Theft FROM Vehicle,,POINT (-114.1625953 51.09600131),269,9,13,2
NORTHEAST,MAYLAND HEIGHTS,Break & Enter - Other Premises,6,2019/06,2019,JUN,2019-JUN-MAYLAND HEIGHTS-Break & Enter - Other Premises,,POINT (-114.0133252 51.06082771),140,3,12,4
SOUTHEAST,MCKENZIE TOWNE,Theft FROM Vehicle,12,2019/08,2019,AUG,2019-AUG-MCKENZIE TOWNE-Theft FROM Vehicle,,POINT (-113.96148 50.91713725),46,8,4,3
NORTHWEST,BRENTWOOD,Break & Enter - Commercial,4,2019/12,2019,DEC,2019-DEC-BRENTWOOD-Break & Enter - Commercial,,POINT (-114.1359145 51.0960662),50,4,7,2
CENTRE,MEADOWLARK PARK,Assault (Non-domestic),3,2019/04,2019,APR,2019-APR-MEADOWLARK PARK-Assault (Non-domestic),,POINT (-114.0773554 50.99782963),64,5,8,1
CENTRE,TUXEDO PARK,Assault (Non-domestic),3,2019/03,2019,MAR,2019-MAR-TUXEDO PARK-Assault (Non-domestic),,POINT (-114.0610445 51.07424524),69,7,10,4
CENTRE,DOWNTOWN COMMERCIAL CORE,Break & Enter - Commercial,29,2019/12,2019,DEC,2019-DEC-DOWNTOWN COMMERCIAL CORE-Break & Enter - Commercial,,POINT (-114.0695922 51.0472702),262,7,7,1
NORTHWEST,BOWNESS,Theft FROM Vehicle,12,2019/12,2019,DEC,2019-DEC-BOWNESS-Theft FROM Vehicle,,POINT (-114.187826 51.08335944),149,9,13,2
EAST,FOREST HEIGHTS,Break & Enter - Other Premises,3,2019/05,2019,MAY,2019-MAY-FOREST HEIGHTS-Break & Enter - Other Premises,,POINT (-113.9687717 51.04923737),194,11,12,3
NORTHEAST,FALCONRIDGE,Assault (Non-domestic),3,2019/09,2019,SEP,2019-SEP-FALCONRIDGE-Assault (Non-domestic),,POINT (-113.945375 51.10330638),56,1,9,4
CENTRE,BANFF TRAIL,Break & Enter - Other Premises,4,2019/06,2019,JUN,2019-JUN-BANFF TRAIL-Break & Enter - Other Premises,,POINT (-114.115129 51.0742166),153,7,7,2
NORTHWEST,HAMPTONS,Theft FROM Vehicle,3,2019/12,2019,DEC,2019-DEC-HAMPTONS-Theft FROM Vehicle,,POINT (-114.1466842 51.14509284),286,10,3,2
CENTRE,CHINATOWN,Break & Enter - Commercial,6,2019/09,2019,SEP,2019-SEP-CHINATOWN-Break & Enter - Commercial,,POINT (-114.0655201 51.052827),21,7,7,1
NORTHEAST,MARTINDALE,Street Robbery,7,2019/10,2019,OCT,2019-OCT-MARTINDALE-Street Robbery,,POINT (-113.9583871 51.11791373),180,1,9,4
SOUTH,WILLOW PARK,Theft FROM Vehicle,13,2019/09,2019,SEP,2019-SEP-WILLOW PARK-Theft FROM Vehicle,,POINT (-114.0562019 50.95661927),89,5,6,3
SOUTHEAST,CRANSTON,Violence Other (Non-domestic),5,2019/01,2019,JAN,2019-JAN-CRANSTON-Violence Other (Non-domestic),,POINT (-113.9799915 50.87820239),294,8,4,3
CENTRE,MOUNT PLEASANT,Theft OF Vehicle,7,2019/09,2019,SEP,2019-SEP-MOUNT PLEASANT-Theft OF Vehicle,,POINT (-114.0760278 51.0742307),17,7,7,2
EAST,FOREST LAWN INDUSTRIAL,Theft OF Vehicle,3,2019/07,2019,JUL,2019-JUL-FOREST LAWN INDUSTRIAL-Theft OF Vehicle,,POINT (-113.9569697 51.02711112),97,11,12,3
NORTH,PANORAMA HILLS,Theft FROM Vehicle,5,2019/09,2019,SEP,2019-SEP-PANORAMA HILLS-Theft FROM Vehicle,,POINT (-114.0880634 51.15971101),235,12,11,2
SOUTHEAST,EAST SHEPARD INDUSTRIAL,Theft FROM Vehicle,7,2019/12,2019,DEC,2019-DEC-EAST SHEPARD INDUSTRIAL-Theft FROM Vehicle,,POINT (-113.9509567 50.95124451),79,8,4,3
NORTHEAST,MARLBOROUGH PARK,Break & Enter - Commercial,3,2019/05,2019,MAY,2019-MAY-MARLBOROUGH PARK-Break & Enter - Commercial,,POINT (-113.9467173 51.05969185),33,3,12,4
NORTHEAST,MARTINDALE,Theft OF Vehicle,3,2019/05,2019,MAY,2019-MAY-MARTINDALE-Theft OF Vehicle,,POINT (-113.9583871 51.11791373),180,1,9,4
EAST,FOREST LAWN,Assault (Non-domestic),9,2019/04,2019,APR,2019-APR-FOREST LAWN-Assault (Non-domestic),,POINT (-113.9712303 51.03784772),85,11,12,3
NORTHEAST,ABBEYDALE,Theft FROM Vehicle,10,2019/05,2019,MAY,2019-MAY-ABBEYDALE-Theft FROM Vehicle,,POINT (-113.9277939 51.05952012),94,3,12,4
CENTRE,SUNNYSIDE,Break & Enter - Commercial,5,2019/08,2019,AUG,2019-AUG-SUNNYSIDE-Break & Enter - Commercial,,POINT (-114.0790263 51.0564192),62,7,7,2
NORTH,SHERWOOD,Break & Enter - Commercial,3,2019/02,2019,FEB,2019-FEB-SHERWOOD-Break & Enter - Commercial,,POINT (-114.1520217 51.15998963),292,10,3,2
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft FROM Vehicle,3,2019/01,2019,JAN,2019-JAN-WINSTON HEIGHTS/MOUNTVIEW-Theft FROM Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
CENTRE,DOWNTOWN EAST VILLAGE,Theft OF Vehicle,5,2019/07,2019,JUL,2019-JUL-DOWNTOWN EAST VILLAGE-Theft OF Vehicle,,POINT (-114.0508151 51.04706488),65,7,7,3
NORTHWEST,NOSE HILL PARK,Theft FROM Vehicle,4,2019/07,2019,JUL,2019-JUL-NOSE HILL PARK-Theft FROM Vehicle,,POINT (-114.110691 51.11127714),8,4,2,2
CENTRE,WEST HILLHURST,Theft FROM Vehicle,12,2019/06,2019,JUN,2019-JUN-WEST HILLHURST-Theft FROM Vehicle,,POINT (-114.1151557 51.05505882),280,7,7,2
NORTHEAST,WESTWINDS,Theft FROM Vehicle,4,2019/07,2019,JUL,2019-JUL-WESTWINDS-Theft FROM Vehicle,,POINT (-113.9700448 51.10338459),80,1,9,4
NORTHEAST,RUNDLE,Theft OF Vehicle,10,2019/05,2019,MAY,2019-MAY-RUNDLE-Theft OF Vehicle,,POINT (-113.9700581 51.07423997),34,3,9,4
EAST,DOVER,Theft FROM Vehicle,14,2019/07,2019,JUL,2019-JUL-DOVER-Theft FROM Vehicle,,POINT (-113.9931505 51.02246299),196,11,10,3
NORTHEAST,RUNDLE,Theft OF Vehicle,9,2019/09,2019,SEP,2019-SEP-RUNDLE-Theft OF Vehicle,,POINT (-113.9700581 51.07423997),34,3,9,4
EAST,DOVER,Theft FROM Vehicle,7,2019/03,2019,MAR,2019-MAR-DOVER-Theft FROM Vehicle,,POINT (-113.9931505 51.02246299),196,11,10,3
WEST,SPRUCE CLIFF,Break & Enter - Commercial,7,2019/09,2019,SEP,2019-SEP-SPRUCE CLIFF-Break & Enter - Commercial,,POINT (-114.1362821 51.04860967),118,2,14,1
SOUTH,WALDEN,Break & Enter - Commercial,7,2019/09,2019,SEP,2019-SEP-WALDEN-Break & Enter - Commercial,,POINT (-114.0325896 50.87040629),135,13,6,3
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,3,2019/06,2019,JUN,2019-JUN-WINSTON HEIGHTS/MOUNTVIEW-Theft OF Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
CENTRE,BELTLINE,Violence Other (Non-domestic),14,2019/07,2019,JUL,2019-JUL-BELTLINE-Violence Other (Non-domestic),,POINT (-114.0551888 51.03743793),260,5,14,3
CENTRE,BELTLINE,Break & Enter - Commercial,40,2019/04,2019,APR,2019-APR-BELTLINE-Break & Enter - Commercial,,POINT (-114.0551888 51.03743793),260,5,14,3
NORTHWEST,MONTGOMERY,Theft FROM Vehicle,12,2019/06,2019,JUN,2019-JUN-MONTGOMERY-Theft FROM Vehicle,,POINT (-114.1622756 51.07110788),24,7,13,2
WEST,LINCOLN PARK,Break & Enter - Commercial,5,2019/11,2019,NOV,2019-NOV-LINCOLN PARK-Break & Enter - Commercial,,POINT (-114.1295569 51.01009069),42,2,8,1
CENTRE,MANCHESTER,Break & Enter - Commercial,5,2019/08,2019,AUG,2019-AUG-MANCHESTER-Break & Enter - Commercial,,POINT (-114.0666468 51.00623889),124,11,10,1
SOUTH,BRAESIDE,Theft FROM Vehicle,3,2019/12,2019,DEC,2019-DEC-BRAESIDE-Theft FROM Vehicle,,POINT (-114.1063532 50.95600012),23,5,8,1
CENTRE,MANCHESTER INDUSTRIAL,Break & Enter - Commercial,12,2019/07,2019,JUL,2019-JUL-MANCHESTER INDUSTRIAL-Break & Enter - Commercial,,POINT (-114.0572665 51.0132571),160,11,10,3
SOUTH,BRIDLEWOOD,Break & Enter - Dwelling,3,2019/06,2019,JUN,2019-JUN-BRIDLEWOOD-Break & Enter - Dwelling,,POINT (-114.1097266 50.89945486),138,6,5,1
CENTRE,KILLARNEY/GLENGARRY,Theft OF Vehicle,4,2019/05,2019,MAY,2019-MAY-KILLARNEY/GLENGARRY-Theft OF Vehicle,,POINT (-114.1317019 51.03012939),182,2,14,1
CENTRE,DOWNTOWN COMMERCIAL CORE,Street Robbery,3,2019/08,2019,AUG,2019-AUG-DOWNTOWN COMMERCIAL CORE-Street Robbery,,POINT (-114.0695922 51.0472702),262,7,7,1
CENTRE,MISSION,Break & Enter - Commercial,6,2019/06,2019,JUN,2019-JUN-MISSION-Break & Enter - Commercial,,POINT (-114.0680832 51.0331584),297,5,14,1
SOUTH,SHAWNESSY,Break & Enter - Commercial,4,2019/02,2019,FEB,2019-FEB-SHAWNESSY-Break & Enter - Commercial,,POINT (-114.0737568 50.90330333),115,6,5,1
EAST,APPLEWOOD PARK,Break & Enter - Dwelling,4,2019/03,2019,MAR,2019-MAR-APPLEWOOD PARK-Break & Enter - Dwelling,,POINT (-113.9278576 51.04498178),221,11,12,3
SOUTH,FAIRVIEW,Theft OF Vehicle,5,2019/06,2019,JUN,2019-JUN-FAIRVIEW-Theft OF Vehicle,,POINT (-114.0603384 50.98538171),284,11,10,3
CENTRE,SUNALTA,Theft OF Vehicle,4,2019/06,2019,JUN,2019-JUN-SUNALTA-Theft OF Vehicle,,POINT (-114.1014677 51.04295864),136,2,14,1
SOUTH,PUMP HILL,Break & Enter - Dwelling,3,2019/02,2019,FEB,2019-FEB-PUMP HILL-Break & Enter - Dwelling,,POINT (-114.1007876 50.9668273),127,5,8,1
EAST,FOREST HEIGHTS,Assault (Non-domestic),3,2019/02,2019,FEB,2019-FEB-FOREST HEIGHTS-Assault (Non-domestic),,POINT (-113.9687717 51.04923737),194,11,12,3
CENTRE,GREENVIEW INDUSTRIAL PARK,Theft OF Vehicle,3,2019/08,2019,AUG,2019-AUG-GREENVIEW INDUSTRIAL PARK-Theft OF Vehicle,,POINT (-114.049051 51.0865154),239,4,2,4
SOUTHEAST,MCKENZIE TOWNE,Break & Enter - Commercial,3,2019/03,2019,MAR,2019-MAR-MCKENZIE TOWNE-Break & Enter - Commercial,,POINT (-113.96148 50.91713725),46,8,4,3
CENTRE,BRIDGELAND/RIVERSIDE,Break & Enter - Commercial,4,2019/06,2019,JUN,2019-JUN-BRIDGELAND/RIVERSIDE-Break & Enter - Commercial,,POINT (-114.0350725 51.05056676),137,11,10,4
SOUTHEAST,COPPERFIELD,Theft FROM Vehicle,4,2019/09,2019,SEP,2019-SEP-COPPERFIELD-Theft FROM Vehicle,,POINT (-113.9294598 50.91781022),96,8,4,3
NORTH,HUNTINGTON HILLS,Assault (Non-domestic),6,2019/08,2019,AUG,2019-AUG-HUNTINGTON HILLS-Assault (Non-domestic),,POINT (-114.0667094 51.11758229),261,4,2,4
NORTHWEST,ARBOUR LAKE,Assault (Non-domestic),3,2019/06,2019,JUN,2019-JUN-ARBOUR LAKE-Assault (Non-domestic),,POINT (-114.2075783 51.13263257),244,10,3,2
NORTH,THORNCLIFFE,Theft OF Vehicle,3,2019/12,2019,DEC,2019-DEC-THORNCLIFFE-Theft OF Vehicle,,POINT (-114.0687794 51.10309955),192,4,2,2
NORTHEAST,REDSTONE,Theft FROM Vehicle,5,2019/08,2019,AUG,2019-AUG-REDSTONE-Theft FROM Vehicle,,POINT (-113.9577946 51.17044617),3,1,11,4
CENTRE,WEST HILLHURST,Break & Enter - Other Premises,4,2019/06,2019,JUN,2019-JUN-WEST HILLHURST-Break & Enter - Other Premises,,POINT (-114.1151557 51.05505882),280,7,7,2
WEST,COUGAR RIDGE,Theft FROM Vehicle,7,2019/05,2019,MAY,2019-MAY-COUGAR RIDGE-Theft FROM Vehicle,,POINT (-114.2090872 51.07188944),128,14,1,1
WEST,PATTERSON,Break & Enter - Commercial,4,2019/05,2019,MAY,2019-MAY-PATTERSON-Break & Enter - Commercial,,POINT (-114.1770501 51.06383944),275,14,1,1
WEST,SIGNAL HILL,Theft FROM Vehicle,8,2019/05,2019,MAY,2019-MAY-SIGNAL HILL-Theft FROM Vehicle,,POINT (-114.1791959 51.02286096),278,14,1,1
CENTRE,HILLHURST,Break & Enter - Commercial,4,2019/09,2019,SEP,2019-SEP-HILLHURST-Break & Enter - Commercial,,POINT (-114.0936464 51.05726803),40,7,7,2
WEST,DISCOVERY RIDGE,Theft FROM Vehicle,4,2019/06,2019,JUN,2019-JUN-DISCOVERY RIDGE-Theft FROM Vehicle,,POINT (-114.2165627 51.01549975),165,14,1,1
SOUTHEAST,MAHOGANY,Theft FROM Vehicle,3,2019/02,2019,FEB,2019-FEB-MAHOGANY-Theft FROM Vehicle,,POINT (-113.924527 50.8959585),116,8,4,3
CENTRE,BRIDGELAND/RIVERSIDE,Assault (Non-domestic),3,2019/09,2019,SEP,2019-SEP-BRIDGELAND/RIVERSIDE-Assault (Non-domestic),,POINT (-114.0350725 51.05056676),137,11,10,4
NORTHEAST,SOUTH AIRWAYS,Break & Enter - Commercial,4,2019/05,2019,MAY,2019-MAY-SOUTH AIRWAYS-Break & Enter - Commercial,,POINT (-114.0052957 51.07421919),106,3,9,4
NORTHEAST,FRANKLIN,Theft OF Vehicle,3,2019/02,2019,FEB,2019-FEB-FRANKLIN-Theft OF Vehicle,,POINT (-113.9875255 51.05892746),84,3,12,4
CENTRE,PARKDALE,Break & Enter - Other Premises,7,2019/07,2019,JUL,2019-JUL-PARKDALE-Break & Enter - Other Premises,,POINT (-114.1353371 51.0599427),91,7,7,2
EAST,FOREST HEIGHTS,Violence Other (Non-domestic),3,2019/09,2019,SEP,2019-SEP-FOREST HEIGHTS-Violence Other (Non-domestic),,POINT (-113.9687717 51.04923737),194,11,12,3
NORTHWEST,BOWNESS,Street Robbery,4,2019/12,2019,DEC,2019-DEC-BOWNESS-Street Robbery,,POINT (-114.187826 51.08335944),149,9,13,2
CENTRE,DOWNTOWN COMMERCIAL CORE,Break & Enter - Commercial,26,2019/04,2019,APR,2019-APR-DOWNTOWN COMMERCIAL CORE-Break & Enter - Commercial,,POINT (-114.0695922 51.0472702),262,7,7,1
WEST,GLENBROOK,Break & Enter - Other Premises,4,2019/12,2019,DEC,2019-DEC-GLENBROOK-Break & Enter - Other Premises,,POINT (-114.1526865 51.02420341),298,14,1,1
CENTRE,ALTADORE,Theft FROM Vehicle,6,2019/02,2019,FEB,2019-FEB-ALTADORE-Theft FROM Vehicle,,POINT (-114.1007947 51.01594847),200,2,8,1
EAST,PENBROOKE MEADOWS,Theft OF Vehicle,3,2019/09,2019,SEP,2019-SEP-PENBROOKE MEADOWS-Theft OF Vehicle,,POINT (-113.9475162 51.04586562),30,11,12,3
SOUTHEAST,MAHOGANY,Break & Enter - Dwelling,6,2019/07,2019,JUL,2019-JUL-MAHOGANY-Break & Enter - Dwelling,,POINT (-113.924527 50.8959585),116,8,4,3
SOUTHEAST,MCKENZIE LAKE,Theft FROM Vehicle,8,2019/05,2019,MAY,2019-MAY-MCKENZIE LAKE-Theft FROM Vehicle,,POINT (-113.9881813 50.91488084),296,13,4,3
EAST,APPLEWOOD PARK,Theft FROM Vehicle,5,2019/01,2019,JAN,2019-JAN-APPLEWOOD PARK-Theft FROM Vehicle,,POINT (-113.9278576 51.04498178),221,11,12,3
NORTHEAST,MARLBOROUGH PARK,Assault (Non-domestic),3,2019/07,2019,JUL,2019-JUL-MARLBOROUGH PARK-Assault (Non-domestic),,POINT (-113.9467173 51.05969185),33,3,12,4
NORTHEAST,WESTWINDS,Theft OF Vehicle,4,2019/06,2019,JUN,2019-JUN-WESTWINDS-Theft OF Vehicle,,POINT (-113.9700448 51.10338459),80,1,9,4
CENTRE,SUNNYSIDE,Break & Enter - Commercial,11,2019/05,2019,MAY,2019-MAY-SUNNYSIDE-Break & Enter - Commercial,,POINT (-114.0790263 51.0564192),62,7,7,2
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,4,2019/09,2019,SEP,2019-SEP-WINSTON HEIGHTS/MOUNTVIEW-Theft OF Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
NORTHWEST,VARSITY,Break & Enter - Other Premises,3,2019/08,2019,AUG,2019-AUG-VARSITY-Break & Enter - Other Premises,,POINT (-114.1625953 51.09600131),269,9,13,2
CENTRE,DOWNTOWN COMMERCIAL CORE,Violence Other (Non-domestic),9,2019/06,2019,JUN,2019-JUN-DOWNTOWN COMMERCIAL CORE-Violence Other (Non-domestic),,POINT (-114.0695922 51.0472702),262,7,7,1
NORTHEAST,SKYVIEW RANCH,Theft FROM Vehicle,3,2019/11,2019,NOV,2019-NOV-SKYVIEW RANCH-Theft FROM Vehicle,,POINT (-113.9583746 51.15612673),12,1,11,4
